"customer_id","category_id","item_id","size_caption","width","left_facing","right_facing","thickness","printing_cylinder","cutting_length_cm","raw_material","master_batch_id","is_printed","cutting_unit","unit_weight_kg","notes","punching"
"CID184","CAT06","ITM41","55X110","55","0","0","6","20","110","LDPE","MAS01","Yes","Roll","0.8","15R/Bag","بدون"
"CID184","CAT06","ITM42","60X140","60","0","0","8","20","140","HDPE","MAS01","Yes","Roll","1.8","10R/Bag","بدون"
"CID184","CAT01","ITM04","36+16+16X70","36","16","16","10","بدون","70","Regrind","MAS02","No","Packet","1.2","10P/Bag","بدون"
"CID184","CAT01","ITM05","40+16+16X80","40","16","16","10","بدون","80","Regrind","MAS02","No","Packet","1.2","10P/Bag","بدون"
"CID184","CAT01","ITM06","50+15+15X90","50","15","15","10","بدون","90","Regrind","MAS02","No","Packet","1.4","10P/Bag","بدون"
"CID184","CAT01","ITM07","50+18+18X100","50","18","18","14","بدون","100","Regrind","MAS02","No","Packet","1.4","10P/Bag","بدون"
"CID184","CAT02","ITM12","0X0","0","0","0","0","بدون","0","HDPE","MAS01","No","Roll","0.9","20K/Bag","بدون"
"CID184","CAT02","ITM13","0X0","0","0","0","0","بدون","0","HDPE","MAS23","No","Roll","0.9","20K/Bag","بدون"
"CID184","CAT02","ITM14","0X0","0","0","0","0","بدون","0","HDPE","MAS15","No","Roll","0.9","20K/Bag","بدون"
"CID184","CAT02","ITM15","0X70","0","0","0","14","بدون","70","Regrind","MAS02","No","Roll","0.9","20K/Bag","بدون"
"CID184","CAT02","ITM16","0X80","0","0","0","14","بدون","80","Regrind","MAS02","No","Roll","0.9","20K/Bag","بدون"
"CID184","CAT02","ITM17","0X90","0","0","0","14","بدون","90","Regrind","MAS02","No","Roll","0.9","20K/Bag","بدون"
"CID184","CAT02","ITM18","0X100","0","0","0","14","بدون","100","Regrind","MAS02","No","Roll","0.9","20K/Bag","بدون"
"CID778","CAT01","ITM06","50+15+15X90","50","15","15","15","بدون","90","Regrind","MAS02","No","Packet","1","30Pcs/P x 10P/Bag","بدون"
"CID717","CAT04","ITM30","30X40","30","0","0","13","16","41","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بنانة"
"CID414","CAT09","ITM64","30X35","30","0","0","5","14","36","HDPE","MAS26","Yes","Roll","50","20K/Bag","بدون"
"CID414","CAT09","ITM64","30X35","30","0","0","5","14","36","HDPE","MAS22","Yes","Roll","50","20K/Bag","بدون"
"CID135","CAT06","ITM40","50X110","50","0","0","8","20","110","HDPE","MAS01","Yes","Roll w/Core","1","20K/Bag","بدون"
"CID135","CAT06","ITM41","55X110","55","0","0","6","20","110","HDPE","MAS01","Yes","Roll","0.8","15R/Bag","بدون"
"CID135","CAT06","ITM42","60X140","60","0","0","8","20","140","HDPE","MAS01","Yes","Roll","1.8","10R/Bag","بدون"
"CID135","CAT02","ITM12","0X0","0","0","0","0","بدون","0","HDPE","MAS01","No","Roll","1","20K/Bag","بدون"
"CID135","CAT02","ITM13","0X0","0","0","0","0","بدون","0","HDPE","MAS22","No","Roll","1","20K/Bag","بدون"
"CID135","CAT02","ITM14","0X0","0","0","0","0","بدون","0","HDPE","MAS15","No","Roll","1","20K/Bag","بدون"
"CID135","CAT02","ITM15","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","1","20K/Bag","بدون"
"CID135","CAT02","ITM16","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","1","20K/Bag","بدون"
"CID135","CAT02","ITM17","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","1","20K/Bag","بدون"
"CID135","CAT02","ITM18","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","1","20K/Bag","بدون"
"CID317","CAT03","ITM20","21+6+6X35","21","6","6","10","14","36","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID317","CAT03","ITM21","26+7+7X45","26","7","7","15","18","46","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID317","CAT03","ITM22","31+10+10X50","31","10","10","16","20","51","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID317","CAT03","ITM23","40+12+12X60","40","12","12","17","24","61","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID269","CAT03","ITM24","48+13+13X0","48","13","13","20","بدون","0","HDPE","MAS01","No","Kg.","1","20K/Bag","بدون"
"CID626","CAT02","ITM15","0X70","0","0","0","0","بدون","70","Regrind","MAS02","No","Roll","0.5","30R/Bag","بدون"
"CID626","CAT02","ITM16","0X80","0","0","0","0","بدون","80","Regrind","MAS02","No","Roll","0.5","30R/Bag","بدون"
"CID626","CAT02","ITM17","0X90","0","0","0","0","بدون","90","Regrind","MAS02","No","Roll","0.5","30R/Bag","بدون"
"CID626","CAT02","ITM18","0X100","0","0","0","0","بدون","100","Regrind","MAS02","No","Roll","0.5","30R/Bag","بدون"
"CID107","CAT04","ITM29","26+5+5X35","26","5","5","30","14","36","HDPE","MAS06","Yes","Kg.","1","20K/Bag","بنانة"
"CID107","CAT04","ITM31","50X60","50","0","0","15","24","61","HDPE","MAS06","Yes","Kg.","1","20K/Bag","بنانة"
"CID107","CAT04","ITM33","66+16+16X76","66","16","16","22","30","76","HDPE","MAS06","Yes","Kg.","1","20K/Bag","بنانة"
"CID107","CAT04","ITM34","66+16+16X99","66","16","16","25","39","99","HDPE","MAS06","Yes","Kg.","1","20K/Bag","بنانة"
"CID628","CAT08","ITM55","21X35","21","0","0","15","14","36","LDPE","MAS28","Yes","Kg.","1","20K/Bag","بدون"
"CID836","CAT08","ITM55","24X30","24","0","0","18","12","30","LDPE","MAS14","Yes","Kg.","1","20K/Bag","بدون"
"CID597","CAT03","ITM21","36+9+9X50","36","9","9","19","20","51","HDPE","MAS19","Yes","Kg.","1","20K/Bag","بدون"
"CID122","CAT03","ITM22","32+9+9X50","32","9","9","18","20","51","HDPE","MAS23","Yes","Kg.","1","20K/Bag","بدون"
"CID122","CAT03","ITM23","35+12+12X60","35","12","12","18","24","61","HDPE","MAS23","Yes","Kg.","1","20K/Bag","بدون"
"CID122","CAT03","ITM24","44+13+13X81","44","13","13","18","32","81","HDPE","MAS23","Yes","Kg.","1","20K/Bag","بدون"
"CID122","CAT05","ITM35","32+9+9X0","32","9","9","4","بدون","0","HDPE","MAS01","No","3 Roll","0.4","3R/P x 30P/Bag","بدون"
"CID122","CAT05","ITM36","32+9+9X0","32","9","9","6","بدون","0","HDPE","MAS01","No","Roll","0.4","30R/Bag","بدون"
"CID122","CAT01","ITM04","36+16+16X70","0","0","0","7","بدون","70","Regrind","MAS02","No","Packet","0.5","20K/Bag","بدون"
"CID122","CAT01","ITM05","40+16+16X80","0","0","0","7","بدون","80","Regrind","MAS02","No","Packet","0.5","20K/Bag","بدون"
"CID122","CAT01","ITM06","45+18+18X90","0","0","0","7","بدون","90","Regrind","MAS02","No","Packet","0.5","20K/Bag","بدون"
"CID122","CAT01","ITM07","0X100","0","0","0","7","بدون","100","Regrind","MAS02","No","Packet","0.5","20K/Bag","بدون"
"CID837","CAT03","ITM22","30+12+12X55","30","12","12","36","22","56","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID837","CAT03","ITM24","40+12+12X71","40","12","12","48","28","71","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID122","CAT07","ITM46","0X0","0","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","25P/Box","بدون"
"CID122","CAT07","ITM47","0X0","0","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","25P/Box","بدون"
"CID122","CAT07","ITM48","0X0","0","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","25P/Box","بدون"
"CID122","CAT07","ITM49","0X0","0","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","25P/Box","بدون"
"CID117","CAT04","ITM31","45+8+8X55","45","8","8","30","22","56","HDPE","MAS11","Yes","Kg.","1","20K/Bag","بنانة"
"CID117","CAT03","ITM22","30+10+10X50","30","10","10","15","20","51","HDPE","MAS24","Yes","Kg.","1","20K/Bag","بدون"
"CID117","CAT03","ITM23","35+10+10X60","35","10","10","15","24","61","HDPE","MAS24","Yes","Kg.","1","20K/Bag","بدون"
"CID117","CAT03","ITM24","44+13+13X71","44","13","13","18","28","71","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID117","CAT03","ITM25","49+13+13X81","49","13","13","18","32","81","HDPE","MAS26","Yes","Kg.","1","20K/Bag","بدون"
"CID117","CAT04","ITM34","70+18+18X99","70","18","18","35","39","99","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بنانة"
"CID117","CAT04","ITM34","70+18+18X100","70","18","18","35","بدون","100","HDPE","MAS01","No","Kg.","1","20K/Bag","بنانة"
"CID643","CAT03","ITM22","32+10+10X50","32","10","10","16","20","51","HDPE","MAS23","Yes","Kg.","1","20K/Bag","بدون"
"CID643","CAT03","ITM23","38+13+13X60","38","13","13","16","24","61","HDPE","MAS23","Yes","Kg.","1","20K/Bag","بدون"
"CID643","CAT03","ITM24","45+13+13X81","45","13","13","18","32","81","HDPE","MAS23","Yes","Kg.","1","20K/Bag","بدون"
"CID410","CAT03","ITM22","31+9+9X50","31","9","9","18","20","51","HDPE","MAS22","Yes","Kg.","1","20K/Bag","بدون"
"CID410","CAT03","ITM23","37+13+13X60","37","13","13","18","24","61","HDPE","MAS22","Yes","Kg.","1","20K/Bag","علاقي"
"CID410","CAT03","ITM24","44+13+13X81","44","13","13","20","32","81","HDPE","MAS22","Yes","Kg.","1","20K/Bag","علاقي"
"CID411","CAT05","ITM35","32+9+9X0","32","9","9","4","بدون","0","HDPE","MAS01","No","7 Roll","1.1","20(7R)/Bag","بدون"
"CID411","CAT06","ITM40","50X0","50","0","0","8","بدون","0","HDPE","MAS01","No","Roll w/Core","2","10R/Bag","بدون"
"CID838","CAT04","ITM30","30+10+10X40","30","10","10","18","16","41","HDPE","MAS28","Yes","Kg.","1","20K/Bag","بنانة"
"CID431","CAT08","ITM55","21X32","21","0","0","18","بدون","32","LDPE","MAS28","No","Kg.","1","20K/Bag","بدون"
"CID431","CAT08","ITM56","26X41","26","0","0","18","بدون","41","LDPE","MAS28","No","Kg.","1","20K/Bag","بدون"
"CID431","CAT08","ITM57","31X54","31","0","0","18","بدون","54","LDPE","MAS28","No","Kg.","1","20K/Bag","بدون"
"CID502","CAT04","ITM29","20.5X45","20.5","0","0","10","18","46","LDPE","MAS28","Yes","Packet","1","20K/Bag","بنانة"
"CID675","CAT09","ITM66","55X81","55","0","0","22","32","81","HDPE","MAS28","Yes","Kg.","1","20K/Bag","بدون"
"CID725","CAT03","ITM22","31+11+11X50","31","11","11","19","20","51","HDPE","MAS01","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID235","CAT03","ITM20","21+6+6X35","21","6","6","10","14","36","HDPE","MAS28","Yes","Kg.","1","20K/Bag","بدون"
"CID235","CAT03","ITM21","25+8+8X45","25","8","8","12","18","46","HDPE","MAS28","Yes","Kg.","1","20K/Bag","بدون"
"CID235","CAT03","ITM22","32+10+10X50","32","10","10","15","20","51","HDPE","MAS28","Yes","Kg.","1","20K/Bag","بدون"
"CID235","CAT06","ITM40","45X100","45","0","0","5","14","100","HDPE","MAS28","Yes","Roll","1","20K/Bag","بدون"
"CID579","CAT03","ITM22","31+10+10X50","31","10","10","15","20","51","HDPE","MAS09","Yes","Kg.","1","20K/Bag","بدون"
"CID579","CAT04","ITM31","32+11+11X60","32","11","11","15","24","61","HDPE","MAS14","Yes","Kg.","1","20K/Bag","بدون"
"CID579","CAT04","ITM32","42+13+13X71","42","13","13","17","28","71","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID347","CAT04","ITM29","36+6+6X45","36","6","6","36","18","46","LDPE","MAS24","Yes","Kg.","1","20K/Bag","بنانة"
"CID347","CAT04","ITM30","40+8+8X50","40","8","8","40","20","51","LDPE","MAS24","Yes","Kg.","1","20K/Bag","بنانة"
"CID347","CAT04","ITM31","42+10+10X60","42","10","10","40","24","61","LDPE","MAS24","Yes","Kg.","1","20K/Bag","بنانة"
"CID360","CAT03","ITM21","26+8+8X45","26","8","8","16","18","46","HDPE","MAS24","Yes","Kg.","1","20K/Bag","بدون"
"CID360","CAT03","ITM22","30+9+9X50","30","9","9","16","20","51","HDPE","MAS06","Yes","Kg.","1","20K/Bag","بدون"
"CID360","CAT03","ITM23","32+10+10X60","32","10","10","17","24","61","HDPE","MAS14","Yes","Kg.","1","20K/Bag","بدون"
"CID360","CAT03","ITM25","48+17+17X81","48","17","17","20","32","81","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID1122","CAT01","ITM06","50+17+17X100","50","17","17","8","بدون","0","HDPE","MAS02","No","Packet","1.5","10P/Bag","بدون"
"CID1122","CAT01","ITM06","50+17+17X100","50","17","17","8","بدون","0","HDPE","MAS22","No","Packet","1.5","10P/Bag","بدون"
"CID1122","CAT01","ITM06","50+17+17X100","50","17","17","8","بدون","0","HDPE","MAS23","No","Packet","1.5","10P/Bag","بدون"
"CID464","CAT03","ITM20","21+7+7X40","21","7","7","10","16","41","HDPE","MAS22","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID464","CAT03","ITM21","27+10+10X45","27","10","10","16","18","46","HDPE","MAS22","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID250","CAT07","ITM47","20X35","20","0","0","10","14","36","LDPE","MAS28","Yes","Kg.","1","10P/Bag","بدون"
"CID250","CAT07","ITM48","26X40","26","0","0","10","16","41","LDPE","MAS28","Yes","Kg.","1","10P/Bag","بدون"
"CID250","CAT07","ITM49","31X50","31","0","0","10","20","51","LDPE","MAS28","Yes","Kg.","1","10P/Bag","بدون"
"CID783","CAT04","ITM30","30+7+7X50","30","7","7","45","20","51","LDPE","MAS19","Yes","Kg.","1","20K/Bag","بدون"
"CID464","CAT03","ITM23","33+13+13X60","33","13","13","17","24","61","HDPE","MAS22","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID464","CAT04","ITM33","45+13+13X71","45","13","13","25","28","71","HDPE","MAS22","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID326","CAT03","ITM21","27+8+8X45","27","8","8","14","18","46","HDPE","MAS19","Yes","Kg.","1","20K/Bag","علاقي"
"CID326","CAT03","ITM22","30+9+9X50","30","9","9","17","20","51","HDPE","MAS19","Yes","Kg.","1","20K/Bag","بدون"
"CID336","CAT03","ITM20","0X0","0","0","0","0","بدون","0","HDPE","MAS28","No","Box","1.8","20K/Bag","علاقي"
"CID336","CAT03","ITM21","0X0","0","0","0","0","بدون","0","HDPE","MAS28","No","Box","5","20K/Bag","بدون"
"CID336","CAT03","ITM22","0X0","0","0","0","0","بدون","0","HDPE","MAS28","No","Box","5","20K/Bag","بدون"
"CID336","CAT03","ITM23","0X0","0","0","0","0","بدون","0","HDPE","MAS28","No","Box","5","20K/Bag","بدون"
"CID336","CAT03","ITM24","0X0","0","0","0","0","بدون","0","HDPE","MAS28","No","Box","5","20K/Bag","بدون"
"CID336","CAT06","ITM40","50X110","50","0","0","8","20","110","HDPE","MAS28","Yes","Roll w/Core","1","15R/Bag","بدون"
"CID336","CAT01","ITM06","50+15+15X100","50","15","15","5","بدون","100","Regrind","MAS28","No","Packet","1","20K/Bag","بدون"
"CID741","CAT01","ITM05","40+15+15X80","40","15","15","9","بدون","80","Regrind","MAS02","No","Packet","1.2","10P/Bag","بدون"
"CID769","CAT03","ITM21","27+8+8X45","27","8","8","12","18","46","HDPE","MAS01","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID769","CAT03","ITM25","44+13+13X0","44","13","13","20","بدون","0","HDPE","MAS01","No","Kg.","1","20K/Bag","بدون"
"CID839","CAT04","ITM27","14.5X20","14.5","0","0","12","8","20","LDPE","MAS01","Yes","Box","1","20K/Bag","بدون"
"CID839","CAT04","ITM28","20X30","20","0","0","12","12","30","LDPE","MAS01","Yes","Box","1","20K/Bag","بدون"
"CID839","CAT04","ITM29","25X35","25","0","0","12","14","36","LDPE","MAS01","Yes","Box","1","20K/Bag","بدون"
"CID840","CAT04","ITM31","39+5+5X66","39","5","5","32","26","66","LDPE","MAS28","Yes","Kg.","1","20K/Bag","بنانة"
"CID404","CAT07","ITM49","30.5X0","30.5","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","10P/Bag","بدون"
"CID924","CAT04","ITM30","48+12+12X76","48","12","12","40","30","76","HDPE","MAS19","Yes","Kg.","20","20K/Bag","بنانة"
"CID152","CAT03","ITM20","20+7+7X35","20","7","7","13","14","36","HDPE","MAS19","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID152","CAT03","ITM21","28+9+9X45","28","9","9","15","18","46","HDPE","MAS19","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID152","CAT03","ITM22","32+10+10X50","32","10","10","15","20","51","HDPE","MAS19","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID445","CAT03","ITM20","23+7+7X35","23","7","7","13","14","36","HDPE","MAS19","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID445","CAT03","ITM21","27+7+7X40","27","7","7","13","16","41","HDPE","MAS19","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID445","CAT03","ITM22","32+10+10X50","32","10","10","15","20","51","HDPE","MAS19","Yes","Kg.","1","20K/Bag","علاقي هوك"
"CID445","CAT03","ITM25","53+15+15X81","53","15","15","20","32","81","HDPE","MAS19","Yes","Kg.","1","20K/Bag","علاقي"
"CID152","CAT03","ITM25","53+15+15X81","53","15","15","20","32","81","HDPE","MAS19","Yes","Kg.","1","20K/Bag","علاقي"
"CID142","CAT09","ITM64","80+27.5+27.5X0","80","27.5","27.5","11","بدون","0","HDPE","MAS26","No","Roll","1","20K/Bag","بدون"
"CID548","CAT03","ITM23","35+12+12X60","35","12","12","12","24","61","HDPE","MAS01","Yes","Kg.","1","20K/Bag","علاقي"
"CID266","CAT01","ITM01","28+10+10X50","0","0","0","3","بدون","0","HDPE","MAS01","No","Box","2.5","20K/Bag","بدون"
"CID266","CAT01","ITM02","30+11+11X54","0","0","0","0","بدون","0","Regrind","MAS28","No","Kg.","1","20K/Bag","بدون"
"CID266","CAT01","ITM03","33+11+11X61","0","0","0","3","بدون","0","HDPE","MAS15","No","Box","2.5","20K/Bag","بدون"
"CID266","CAT01","ITM04","36+16+16X70","38","13","13","5","بدون","0","HDPE","MAS01","No","Box","3","20K/Bag","بدون"
"CID790","CAT03","ITM21","23+7+7X35","23","7","7","10","14","36","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID790","CAT03","ITM22","29+8+8X50","29","8","8","12","20","51","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID790","CAT05","ITM35","32+9+9X110","32","9","9","4","20","110","HDPE","MAS01","Yes","Roll","1","20K/Bag","بدون"
"CID757","CAT08","ITM56","22+6+6X50","22","6","6","40","20","51","HDPE","MAS14","Yes","Kg.","1","20K/Bag","بدون"
"CID400","CAT07","ITM53","53X91","53","0","0","13","36","91","LDPE","MAS28","Yes","Kg.","1","20K/Bag","بدون"
"CID004","CAT02","ITM12","0X0","0","0","0","0","بدون","0","HDPE","MAS01","No","Roll","0.9","20K/Bag","بدون"
"CID004","CAT02","ITM13","0X0","0","0","0","0","بدون","0","HDPE","MAS22","No","Roll","0.9","20K/Bag","بدون"
"CID004","CAT02","ITM14","30+13+13X0","30","13","13","12","بدون","0","HDPE","MAS01","No","Roll","0.9","20K/Bag","بدون"
"CID004","CAT02","ITM15","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","0.9","20K/Bag","بدون"
"CID004","CAT02","ITM16","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","0.9","20K/Bag","بدون"
"CID004","CAT02","ITM17","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","0.9","20K/Bag","بدون"
"CID004","CAT02","ITM18","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","0.9","20K/Bag","بدون"
"CID841","CAT08","ITM55","71.5X87","71.5","0","0","18","بدون","87","LDPE","MAS28","No","Box","11","100P/Bag","بدون"
"CID706","CAT04","ITM29","27+7+7X40","27","7","7","24","16","41","HDPE","MAS08","Yes","Kg.","1","20K/Bag","بدون"
"CID706","CAT04","ITM30","32+10+10X50","32","10","10","24","20","51","HDPE","MAS08","Yes","Kg.","1","20K/Bag","بدون"
"CID842","CAT04","ITM29","30+6+6X45","30","6","6","33","18","46","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID842","CAT04","ITM30","37+7+7X50","37","7","7","33","20","51","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID842","CAT04","ITM32","58+9+9X71","58","9","9","40","28","71","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID842","CAT04","ITM33","71+13+13X81","71","13","13","40","32","81","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID040","CAT04","ITM30","43+6+6X71","43","6","6","0","28","71","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID1309","CAT04","ITM30","55+18+18X0","55","18","18","30","بدون","0","LDPE","MAS01","No","Kg.","1","20K/Bag","بدون"
"CID503","CAT06","ITM41","55X110","55","0","0","6","20","110","HDPE","MAS01","Yes","Roll","0.8","15R/Bag","بدون"
"CID702","CAT03","ITM21","26+8+8X45","26","8","8","16","18","46","HDPE","MAS09","Yes","Kg.","1","20K/Bag","بدون"
"CID702","CAT03","ITM23","35+10+10X60","35","10","10","17","24","61","HDPE","MAS09","Yes","Kg.","1","20K/Bag","بدون"
"CID707","CAT03","ITM21","25+7+7X45","25","7","7","13","18","46","HDPE","MAS19","Yes","Kg.","1","20K/Bag","بدون"
"CID707","CAT03","ITM22","31+10+10X50","31","10","10","13","20","51","HDPE","MAS19","Yes","Kg.","1","20K/Bag","بدون"
"CID707","CAT03","ITM23","34+10+10X60","34","10","10","13","24","61","HDPE","MAS19","Yes","Kg.","1","20K/Bag","بدون"
"CID707","CAT05","ITM35","32+9+9X110","32","9","9","4","بدون","110","HDPE","MAS19","No","Roll","1","20K/Bag","بدون"
"CID701","CAT03","ITM21","27+10+10X45","27","10","10","12","18","46","HDPE","MAS01","Yes","Kg.","1","20K/Bag","علاقي"
"CID701","CAT03","ITM22","34+10+10X55","34","10","10","14","22","56","HDPE","MAS01","Yes","Kg.","1","20K/Bag","علاقي"
"CID701","CAT03","ITM23","40+11+11X66","40","11","11","15","26","66","HDPE","MAS01","Yes","Kg.","1","20K/Bag","علاقي"
"CID717","CAT04","ITM28","20X25","20","0","0","13","10","25","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بنانة"
"CID843","CAT04","ITM28","15.5X30","15.5","0","0","10","12","30","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بنانة"
"CID764","CAT03","ITM22","34+10+10X55","34","10","10","17","22","56","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID843","CAT03","ITM21","20+7+7X40","20","7","7","11","16","41","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID843","CAT03","ITM22","34+12+12X60","34","12","12","13","24","61","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID574","CAT06","ITM41","55X110","55","0","0","6","20","110","HDPE","MAS01","Yes","Roll","0.4","30R/Bag","بدون"
"CID574","CAT01","ITM04","36+16+16X70","0","0","0","7","بدون","70","Regrind","MAS02","No","Packet","0.5","20K/Bag","بدون"
"CID574","CAT01","ITM05","40+16+16X80","0","0","0","7","بدون","80","Regrind","MAS02","No","Packet","0.5","20K/Bag","بدون"
"CID574","CAT01","ITM06","45+18+18X90","0","0","0","7","بدون","90","Regrind","MAS02","No","Packet","0.5","20K/Bag","بدون"
"CID574","CAT01","ITM07","50X100","0","0","0","7","بدون","100","Regrind","MAS02","No","Packet","0.5","20K/Bag","بدون"
"CID574","CAT02","ITM12","0X0","0","0","0","0","بدون","0","HDPE","MAS01","No","Roll","0.4","30R/Bag","بدون"
"CID574","CAT02","ITM13","0X0","0","0","0","0","بدون","0","HDPE","MAS22","No","Roll","0.4","30R/Bag","بدون"
"CID574","CAT02","ITM14","0X0","0","0","0","0","بدون","0","HDPE","MAS15","No","Roll","0.4","30R/Bag","بدون"
"CID574","CAT02","ITM15","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","0.4","30R/Bag","بدون"
"CID574","CAT02","ITM16","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","0.4","30R/Bag","بدون"
"CID574","CAT02","ITM17","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","0.4","30R/Bag","بدون"
"CID574","CAT02","ITM18","0X0","0","0","0","0","بدون","0","Regrind","MAS02","No","Roll","0.4","30R/Bag","بدون"
"CID574","CAT07","ITM46","0X0","0","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","200G/P x 25P/Bag","بدون"
"CID574","CAT07","ITM47","0X0","0","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","200G/P x 25P/Bag","بدون"
"CID574","CAT07","ITM48","0X0","0","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","200G/P x 25P/Bag","بدون"
"CID574","CAT07","ITM49","0X0","0","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","200G/P x 25P/Bag","بدون"
"CID829","CAT04","ITM29","28+6+6X40","28","6","6","26","16","41","LDPE","MAS06","Yes","Kg.","1","20K/Bag","بدون"
"CID829","CAT04","ITM29","28+6+6X40","28","6","6","26","16","41","LDPE","MAS07","Yes","Kg.","1","20K/Bag","بدون"
"CID844","CAT03","ITM20","21+7+7X40","21","7","7","12","16","41","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID844","CAT03","ITM22","31+10+10X50","31","10","10","13","20","51","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID844","CAT06","ITM43","45X100","45","0","0","4","بدون","100","HDPE","MAS28","No","Kg.","1","20K/Bag","بدون"
"CID845","CAT03","ITM20","0X0","0","0","0","0","بدون","0","HDPE","MAS28","No","Kg.","1","20K/Bag","بدون"
"CID845","CAT03","ITM21","0X0","0","0","0","0","بدون","0","HDPE","MAS28","No","Box","4.8","20K/Bag","بدون"
"CID845","CAT03","ITM22","0X0","0","0","0","0","بدون","0","HDPE","MAS28","No","Box","4.8","20K/Bag","بدون"
"CID845","CAT03","ITM23","0X0","0","0","0","0","بدون","0","HDPE","MAS28","No","Box","4.8","20K/Bag","بدون"
"CID846","CAT04","ITM29","20X30","20","0","0","16","12","30","LDPE","MAS19","Yes","Kg.","1","20K/Bag","بدون"
"CID846","CAT04","ITM30","30+4+4X40","30","4","4","32","16","41","LDPE","MAS02","Yes","Kg.","1","20K/Bag","بدون"
"CID808","CAT03","ITM21","30+10+10X45","30","10","10","13","18","46","HDPE","MAS01","Yes","Kg.","1","20K/Bag","علاقي"
"CID136","CAT04","ITM32","41+9+9X60","41","9","9","28","24","61","HDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID718","CAT08","ITM55","50X0","50","0","0","28","بدون","0","LDPE","MAS01","No","Kg.","1","20K/Bag","بدون"
"CID629","CAT04","ITM29","25X30","25","0","0","20","12","30","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID629","CAT04","ITM30","35X40","35","0","0","20","16","41","LDPE","MAS01","Yes","Kg.","1","20K/Bag","بدون"
"CID617","CAT07","ITM51","40.5X0","40.5","0","0","10","بدون","0","LDPE","MAS28","No","Box","5","5Kg/Box","بدون"
"CID626","CAT05","ITM35","32+9+9X110","32","9","9","4","20","110","HDPE","MAS01","Yes","3 Roll","0.4","30(3R)/ Bag","بدون"
