id,customer_id,category_id,item_id,size_caption,width,left_facing,right_facing,thickness,printing_cylinder,cutting_length_cm,raw_material,master_batch_id,is_printed,cutting_unit,punching,unit_weight_kg,unit_quantity,package_weight_kg,cliche_front_design,cliche_back_design,notes,status,created_at
4821,CID2168,CAT08,ITM55,30X30,30,0,0,12,12,30,LDPE,PT-111111,TRUE,كيلو,بدون,25,,,,,ROLL,active,Thu Aug 21 2025 17:00:03 GMT+0000 (Coordinated Universal Time)
4822,CID2125,CAT08,ITM56,99X168,99,0,0,8,بدون طباعة,168,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:03 GMT+0000 (Coordinated Universal Time)
4823,CID2169,CAT04,ITM29,25+5+5X30,25,5,5,30,12,30,LDPE,PT-111111,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:03 GMT+0000 (Coordinated Universal Time)
4824,CID2169,CAT04,ITM30,29+6+6X30,29,6,6,35,16,41,LDPE,PT-111111,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:03 GMT+0000 (Coordinated Universal Time)
4825,CID2167,CAT04,ITM31,39+8+8X30,39,8,8,35,22,56,LDPE,PT-111111,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:03 GMT+0000 (Coordinated Universal Time)
4826,CID2169,CAT04,ITM31,38+8+8X30,38,8,8,35,22,56,LDPE,PT-111111,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:03 GMT+0000 (Coordinated Universal Time)
4827,CID004,CAT01,ITM07,50+12+18X100,50,12,18,12,بدون طباعة,100,HDPE,PT-CLEAR,FALSE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:04 GMT+0000 (Coordinated Universal Time)
4828,CID2142,CAT01,ITM09,60+15+15X110,60,15,15,11,بدون طباعة,110,Regrind,PT-000000,FALSE,كيلو,بدون,2.6,,,,,5P/Bag,active,Thu Aug 21 2025 17:00:04 GMT+0000 (Coordinated Universal Time)
4829,CID2170,CAT03,ITM22,31+10+10X45,31,10,10,19,18,46,HDPE,PT-111111,TRUE,كيلو,علاقي هوك,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:04 GMT+0000 (Coordinated Universal Time)
4830,CID2170,CAT03,ITM24,45+14+14X71,45,14,14,20,28,71,HDPE,PT-111111,TRUE,كيلو,علاقي هوك,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:04 GMT+0000 (Coordinated Universal Time)
4831,CID2170,CAT03,ITM23,35+11+11X61,35,11,11,20,24,61,HDPE,PT-111111,TRUE,كيلو,علاقي هوك,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:04 GMT+0000 (Coordinated Universal Time)
4835,CID2172,CAT04,ITM30,27+7+7X46,27,7,7,22,18,46,HDPE,PT-111111,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:04 GMT+0000 (Coordinated Universal Time)
4836,CID2172,CAT03,ITM23,35+10+10X61,35,10,10,40,24,61,LDPE,PT-111111,TRUE,كيلو,علاقي هوك,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:05 GMT+0000 (Coordinated Universal Time)
4837,CID2172,CAT08,ITM58,10X26,10,,,10,10,25,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:05 GMT+0000 (Coordinated Universal Time)
4838,CID2172,CAT07,ITM46,15X30,15,,,10,12,30,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:05 GMT+0000 (Coordinated Universal Time)
4839,CID2172,CAT07,ITM47,20X36,20,,,10,14,36,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:05 GMT+0000 (Coordinated Universal Time)
4840,CID2172,CAT07,ITM48,25X41,25,,,10,16,41,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:05 GMT+0000 (Coordinated Universal Time)
4841,CID2174,CAT04,ITM29,30+9+9X41,30,9,9,21,16,41,LDPE,PT-000000,TRUE,كيلو,بنانة,1,,,,,20,active,Thu Aug 21 2025 17:00:05 GMT+0000 (Coordinated Universal Time)
4842,CID001,CAT08,ITM55,82X99,82,0,0,20,39,99,LDPE,PT-CLEAR,TRUE,رول,علاقي,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:05 GMT+0000 (Coordinated Universal Time)
4843,CID1885,CAT08,ITM56,26X34,26,0,0,15,بدون طباعة,34,LDPE,PT-CLEAR,FALSE,كيلو,بنانة,20,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:05 GMT+0000 (Coordinated Universal Time)
4844,CID1885,CAT08,ITM55,22X22,22,,,15,بدون طباعة,22,LDPE,PT-CLEAR,FALSE,كيلو,بنانة,20,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:06 GMT+0000 (Coordinated Universal Time)
4845,CID1885,CAT08,ITM57,44+14+14X57,44,14,14,30,بدون طباعة,57,LDPE,PT-CLEAR,FALSE,كيلو,بنانة,20,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:06 GMT+0000 (Coordinated Universal Time)
4846,CID1885,CAT08,ITM58,51+11+11X60,51,11,11,30,بدون طباعة,60,LDPE,PT-CLEAR,FALSE,كيلو,بنانة,20,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:06 GMT+0000 (Coordinated Universal Time)
4847,CID2103,CAT04,ITM30,36+10+10X46,36,10,10,30,18,46,HDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:06 GMT+0000 (Coordinated Universal Time)
4848,CID2133,CAT04,ITM30,35+10+10X41,35,10,10,26,16,41,LDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:06 GMT+0000 (Coordinated Universal Time)
3923,CID746,CAT08,ITM63,42X0,42,0,0,13,بدون طباعة,0,HDPE,PT-CLEAR,FALSE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:13 GMT+0000 (Coordinated Universal Time)
4033,CID1857,CAT03,ITM21,27+9+9X45,27,9,9,16,18,46,HDPE,PT-CLEAR,TRUE,كيلو,علاقي هوك,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:26 GMT+0000 (Coordinated Universal Time)
4034,CID1857,CAT03,ITM22,33+9+9X60,33,9,9,18,24,61,HDPE,PT-CLEAR,TRUE,كيلو,علاقي هوك,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:26 GMT+0000 (Coordinated Universal Time)
4035,CID1858,CAT08,ITM55,56X86,56,0,0,8,بدون طباعة,86,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:26 GMT+0000 (Coordinated Universal Time)
4036,CID1859,CAT04,ITM30,31+10+10X45,31,10,10,24,18,46,LDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:27 GMT+0000 (Coordinated Universal Time)
4037,CID1859,CAT04,ITM31,35+13+13X55,35,13,13,24,22,56,LDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:27 GMT+0000 (Coordinated Universal Time)
4038,CID1860,CAT04,ITM30,30+8+8X40,30,8,8,30,16,41,LDPE,PT-000000,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:27 GMT+0000 (Coordinated Universal Time)
4039,CID1852,CAT08,ITM63,0X0,0,0,0,0,بدون طباعة,0,HDPE,PT-CLEAR,FALSE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:27 GMT+0000 (Coordinated Universal Time)
4040,CID784,CAT06,ITM44,50X110,50,0,0,8,بدون طباعة,110,LDPE,PT-111111,FALSE,رول,بدون,1.8,,,,,10R/Bag,active,Thu Aug 21 2025 16:58:27 GMT+0000 (Coordinated Universal Time)
4041,CID933,CAT06,ITM44,52X110,52,0,0,6,14,110,HDPE,PT-111111,TRUE,رول,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:27 GMT+0000 (Coordinated Universal Time)
4042,CID1775,CAT03,ITM23,30+11+11X50,30,11,11,25,20,51,LDPE,PT-CLEAR,TRUE,كيلو,علاقي,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:27 GMT+0000 (Coordinated Universal Time)
4043,CID1864,CAT04,ITM29,28+8+8X34,28,8,8,30,بدون طباعة,34,LDPE,PT-CLEAR,FALSE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:27 GMT+0000 (Coordinated Universal Time)
4044,CID1865,CAT01,ITM09,55+20+20X0,55,20,20,60,بدون طباعة,0,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:27 GMT+0000 (Coordinated Universal Time)
4045,CID1817,CAT08,ITM56,45X81,45,0,0,30,32,81,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:28 GMT+0000 (Coordinated Universal Time)
4046,CID1866,CAT04,ITM30,40+8+8X35,40,8,8,21,14,36,HDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:28 GMT+0000 (Coordinated Universal Time)
4019,CID1852,CAT08,ITM55,26X35,26,0,0,18,14,36,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:24 GMT+0000 (Coordinated Universal Time)
4833,CID2142,CAT01,ITM10,70+25+25X130,70,25,25,12,بدون طباعة,130,HDPE,PT-000000,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 17:00:04 GMT+0000 (Coordinated Universal Time)
4832,CID2171,CAT01,ITM07,50+20+20X96,50,20,20,10,بدون طباعة,96,Regrind,PT-000000,FALSE,باكت,بدون,2.4,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:04 GMT+0000 (Coordinated Universal Time)
35,CID004,CAT01,ITM09,60+18+18X110,60,18,18,11,بدون طباعة,110,Regrind,PT-000000,FALSE,باكت,بدون,2.4,1,2.4,,,5P/Bag,active,Thu Aug 21 2025 16:30:14 GMT+0000 (Coordinated Universal Time)
43,CID005,CAT08,ITM56,21.5+5.5+5.5X0,21.5,5.5,5.5,55,بدون طباعة,0,HDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:42:52 GMT+0000 (Coordinated Universal Time)
51,CID020,CAT01,ITM05,40+15+15X0,40,15,15,7,بدون طباعة,0,Regrind,PT-CLEAR,FALSE,باكت,بدون,1,10,10,,,10P/Bag,active,Thu Aug 21 2025 16:42:53 GMT+0000 (Coordinated Universal Time)
59,CID025,CAT01,ITM08,60+15+15X110,60,15,15,11,بدون طباعة,110,Regrind,PT-CLEAR,FALSE,باكت,بدون,2.6,1,2.6,,,5P/Bag,active,Thu Aug 21 2025 16:42:54 GMT+0000 (Coordinated Universal Time)
66,CID038,CAT06,ITM42,60X140,60,0,0,16,بدون طباعة,140,LDPE,PT-120074,FALSE,رول,بدون,2.5,1,2.5,,,4R/Bag,active,Thu Aug 21 2025 16:42:54 GMT+0000 (Coordinated Universal Time)
73,CID041,CAT03,ITM23,0X0,0,0,0,0,بدون طباعة,0,HDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:42:55 GMT+0000 (Coordinated Universal Time)
81,CID004,CAT01,ITM09,60+15+15X110,60,15,15,11,بدون طباعة,110,Regrind,PT-000000,FALSE,باكت,بدون,2.6,5,13,,,5P/Bag,active,Thu Aug 21 2025 16:42:56 GMT+0000 (Coordinated Universal Time)
83,CID136,CAT04,ITM30,31+6+6X45,31,6,6,28,18,46,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:42:56 GMT+0000 (Coordinated Universal Time)
87,CID749,CAT04,ITM30,31+6+6X0,31,6,6,36,بدون طباعة,0,LDPE,PT-111111,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:42:57 GMT+0000 (Coordinated Universal Time)
93,CID402,CAT03,ITM23,35+10+10X60,35,10,10,21,24,61,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:42:58 GMT+0000 (Coordinated Universal Time)
101,CID613,CAT04,ITM29,28+8+8X45,28,8,8,30,18,46,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:42:59 GMT+0000 (Coordinated Universal Time)
109,CID399,CAT03,ITM22,32+11+11X50,32,11,11,14,20,51,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:42:59 GMT+0000 (Coordinated Universal Time)
114,CID741,CAT01,ITM06,50+15+15X90,50,15,15,8,بدون طباعة,90,Regrind,PT-000000,FALSE,باكت,بدون,1.3,10,13,,,10P/Bag,active,Thu Aug 21 2025 16:43:00 GMT+0000 (Coordinated Universal Time)
123,CID767,CAT04,ITM30,33X45,33,0,0,12,18,46,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:01 GMT+0000 (Coordinated Universal Time)
129,CID555,CAT01,ITM04,36+16+16X70,36,16,16,10,بدون طباعة,70,HDPE,PT-180370,FALSE,باكت,بدون,1,10,10,,,10P/Bag,active,Thu Aug 21 2025 16:43:02 GMT+0000 (Coordinated Universal Time)
134,CID626,CAT03,ITM21,27+8+8X45,27,8,8,12,18,46,HDPE,PT-150245,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:02 GMT+0000 (Coordinated Universal Time)
136,CID626,CAT03,ITM23,36+10+10X60,36,10,10,17,24,61,HDPE,PT-150245,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:03 GMT+0000 (Coordinated Universal Time)
143,CID079,CAT03,ITM23,36+11+11X0,36,11,11,22,بدون طباعة,0,HDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:03 GMT+0000 (Coordinated Universal Time)
151,CID250,CAT03,ITM21,27+7+7X50,27,7,7,12,20,51,HDPE,PT-120074,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:04 GMT+0000 (Coordinated Universal Time)
159,CID168,CAT01,ITM04,36+16+16X70,36,16,16,10,بدون طباعة,70,Regrind,PT-000000,FALSE,باكت,بدون,1,20,20,,,10P/Bag,active,Thu Aug 21 2025 16:43:05 GMT+0000 (Coordinated Universal Time)
166,CID404,CAT01,ITM03,30+12+12X61,0,0,0,4,بدون طباعة,0,HDPE,PT-140340,FALSE,كرتون,بدون,4,1,4,,,17P/Box,active,Thu Aug 21 2025 16:43:06 GMT+0000 (Coordinated Universal Time)
172,CID804,CAT03,ITM23,33+9+9X60,33,9,9,10,24,61,HDPE,PT-130231,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:07 GMT+0000 (Coordinated Universal Time)
180,CID589,CAT03,ITM25,50+14+14X81,50,14,14,20,32,81,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:08 GMT+0000 (Coordinated Universal Time)
185,CID742,CAT03,ITM25,46+12+12X91,46,12,12,22,36,91,HDPE,PT-120074,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:08 GMT+0000 (Coordinated Universal Time)
187,CID768,CAT04,ITM32,54+10+10X0,54,10,10,30,بدون طباعة,0,HDPE,PT-120074,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:09 GMT+0000 (Coordinated Universal Time)
196,CID130,CAT03,ITM21,18+6+6X0,18,6,6,6,بدون طباعة,0,HDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:10 GMT+0000 (Coordinated Universal Time)
202,CID081,CAT03,ITM20,22+7+7X0,22,7,7,16,بدون طباعة,0,HDPE,PT-111111,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:10 GMT+0000 (Coordinated Universal Time)
4834,CID2028,CAT04,ITM28,26+7+7X35,26,7,7,25,14,36,LDPE,PT-111111,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 17:00:04 GMT+0000 (Coordinated Universal Time)
223,CID683,CAT03,ITM24,44+13+13X81,44,13,13,18,32,81,HDPE,PT-130231,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:13 GMT+0000 (Coordinated Universal Time)
231,CID754,CAT03,ITM20,22+6+6X40,22,6,6,10,16,41,HDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:14 GMT+0000 (Coordinated Universal Time)
236,CID754,CAT01,ITM07,55+13+13X99,55,13,13,42,39,99,LDPE,PT-130231,TRUE,كيلو,بدون,1,20,20,,,25Pcs/5P,active,Thu Aug 21 2025 16:43:14 GMT+0000 (Coordinated Universal Time)
239,CID075,CAT03,ITM21,26+8+8X0,26,8,8,10,بدون طباعة,0,HDPE,PT-111111,FALSE,كرتون,بدون,6,20,120,,,20K/Bag,active,Thu Aug 21 2025 16:43:15 GMT+0000 (Coordinated Universal Time)
246,CID592,CAT04,ITM27,21+5+5X25,21,5,5,20,10,25,HDPE,PT-180370,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:16 GMT+0000 (Coordinated Universal Time)
260,CID423,CAT03,ITM25,44+12+12X81,44,12,12,20,32,81,HDPE,PT-130231,TRUE,كيلو,علاقي هوك,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:17 GMT+0000 (Coordinated Universal Time)
265,CID423,CAT04,ITM33,55+10+10X75,55,10,10,40,بدون طباعة,75,LDPE,PT-111111,FALSE,كرتون,بدون,4.5,1,4.5,,,20K/Bag,active,Thu Aug 21 2025 16:43:18 GMT+0000 (Coordinated Universal Time)
270,CID025,CAT01,ITM03,33+11+11X61,0,0,0,3,بدون طباعة,0,HDPE,PT-140340,FALSE,كرتون,بدون,2.5,1,2.5,,,20K/Bag,active,Thu Aug 21 2025 16:43:18 GMT+0000 (Coordinated Universal Time)
277,CID486,CAT03,ITM25,50+14+14X81,50,14,14,20,32,81,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:19 GMT+0000 (Coordinated Universal Time)
283,CID486,CAT02,ITM15,34+14+14X0,34,14,14,14,بدون طباعة,0,Regrind,PT-000000,FALSE,رول,بدون,0.9,20,18,,,20K/Bag,active,Thu Aug 21 2025 16:43:20 GMT+0000 (Coordinated Universal Time)
286,CID486,CAT02,ITM18,50+20+20X0,50,20,20,14,بدون طباعة,0,Regrind,PT-000000,FALSE,رول,بدون,0.9,20,18,,,20K/Bag,active,Thu Aug 21 2025 16:43:21 GMT+0000 (Coordinated Universal Time)
292,CID588,CAT04,ITM32,50+10+10X65,50,10,10,28,بدون طباعة,65,HDPE,PT-111111,FALSE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:21 GMT+0000 (Coordinated Universal Time)
301,CID763,CAT04,ITM33,55+9+9X81,55,9,9,40,32,81,LDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:22 GMT+0000 (Coordinated Universal Time)
306,CID823,CAT08,ITM55,21X32,21,0,0,15,بدون طباعة,32,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:23 GMT+0000 (Coordinated Universal Time)
313,CID655,CAT08,ITM59,22+5+5X45,22,5,5,60,18,46,LDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:24 GMT+0000 (Coordinated Universal Time)
320,CID792,CAT02,ITM16,0X0,0,0,0,0,بدون طباعة,0,Regrind,PT-CLEAR,FALSE,رول,بدون,0.9,20,18,,,20K/Bag,active,Thu Aug 21 2025 16:43:25 GMT+0000 (Coordinated Universal Time)
326,CID307,CAT08,ITM57,40+17+17X65,40,17,17,20,بدون طباعة,65,LDPE,PT-CLEAR,FALSE,رول,بدون,1.3,10,13,,,15R/Bag,active,Thu Aug 21 2025 16:43:26 GMT+0000 (Coordinated Universal Time)
334,CID720,CAT01,ITM05,44+18+18X90,44,18,18,13,18,90,LDPE,PT-130231,TRUE,كيلو,بدون,1,20,20,,,50Pcs/P x 10P/Bag,active,Thu Aug 21 2025 16:43:27 GMT+0000 (Coordinated Universal Time)
337,CID528,CAT01,ITM03,30+10+10X60,30,10,10,11,بدون طباعة,60,HDPE,PT-170028,FALSE,كيلو,بدون,1,20,20,,,50Pcs/P,active,Thu Aug 21 2025 16:43:27 GMT+0000 (Coordinated Universal Time)
343,CID117,CAT04,ITM30,38+8+8X50,38,8,8,30,20,51,HDPE,PT-120074,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:28 GMT+0000 (Coordinated Universal Time)
348,CID423,CAT01,ITM04,36+16+16X70,0,0,0,0,بدون طباعة,0,HDPE,PT-000000,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:29 GMT+0000 (Coordinated Universal Time)
353,CID423,CAT02,ITM13,28+11+11X60,28,11,11,12,بدون طباعة,60,HDPE,PT-130231,FALSE,رول,بدون,0.9,20,18,,,20K/Bag,active,Thu Aug 21 2025 16:43:29 GMT+0000 (Coordinated Universal Time)
359,CID423,CAT07,ITM46,15.2X0,15.2,0,0,10,بدون طباعة,0,LDPE,PT-CLEAR,FALSE,كرتون,بدون,5,1,5,,,200g/P x 25P/Box,active,Thu Aug 21 2025 16:43:30 GMT+0000 (Coordinated Universal Time)
365,CID690,CAT04,ITM31,38+14+14X60,38,14,14,27,24,61,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:31 GMT+0000 (Coordinated Universal Time)
372,CID126,CAT03,ITM21,26+7+7X45,26,7,7,11,18,46,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:32 GMT+0000 (Coordinated Universal Time)
381,CID484,CAT08,ITM62,0X0,0,0,0,0,بدون طباعة,0,HDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:33 GMT+0000 (Coordinated Universal Time)
386,CID423,CAT07,ITM52,0X0,0,0,0,10,بدون طباعة,0,LDPE,PT-CLEAR,FALSE,كرتون,بدون,5,1,5,,,200g/P x 25P/Box,active,Thu Aug 21 2025 16:43:33 GMT+0000 (Coordinated Universal Time)
388,CID423,CAT07,ITM54,0X0,0,0,0,10,بدون طباعة,0,LDPE,PT-CLEAR,FALSE,كرتون,بدون,5,1,5,,,200g/P x 25P/Box,active,Thu Aug 21 2025 16:43:33 GMT+0000 (Coordinated Universal Time)
392,CID657,CAT03,ITM22,31+9+9X50,31,9,9,15,20,51,HDPE,PT-130231,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:34 GMT+0000 (Coordinated Universal Time)
399,CID657,CAT05,ITM35,32+9+9X110,32,9,9,4,20,110,HDPE,PT-111111,TRUE,باكت,بدون,0.4,20,8,,,30x3R/Bag,active,Thu Aug 21 2025 16:43:35 GMT+0000 (Coordinated Universal Time)
405,CID657,CAT01,ITM04,36+16+16X70,36,15,15,7,بدون طباعة,70,Regrind,PT-000000,FALSE,باكت,بدون,0.5,20,10,,,20K/Bag,active,Thu Aug 21 2025 16:43:36 GMT+0000 (Coordinated Universal Time)
412,CID657,CAT02,ITM14,0X0,0,0,0,0,بدون طباعة,0,HDPE,PT-140340,FALSE,رول,بدون,0.5,30,15,,,30R/Bag,active,Thu Aug 21 2025 16:43:37 GMT+0000 (Coordinated Universal Time)
418,CID822,CAT03,ITM23,37+13+13X60,37,13,13,17,24,61,HDPE,PT-130231,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:38 GMT+0000 (Coordinated Universal Time)
424,CID503,CAT01,ITM04,36+16+16X70,36,15,15,8,بدون طباعة,70,Regrind,PT-000000,FALSE,باكت,بدون,0.9,20,18,,,20K/Bag,active,Thu Aug 21 2025 16:43:39 GMT+0000 (Coordinated Universal Time)
431,CID503,CAT02,ITM15,0X0,0,0,0,0,بدون طباعة,0,Regrind,PT-000000,FALSE,رول,بدون,0.9,20,18,,,20K/Bag,active,Thu Aug 21 2025 16:43:40 GMT+0000 (Coordinated Universal Time)
439,CID172,CAT08,ITM55,12X25,12,0,0,17,10,25,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:41 GMT+0000 (Coordinated Universal Time)
445,CID020,CAT02,ITM13,0X0,0,0,0,0,بدون طباعة,0,Regrind,PT-130231,FALSE,رول,بدون,0.9,20,18,,,20K/Bag,active,Thu Aug 21 2025 16:43:41 GMT+0000 (Coordinated Universal Time)
451,CID020,CAT05,ITM35,32+9+9X110,32,9,9,4,بدون طباعة,110,HDPE,PT-111111,FALSE,باكت,بدون,1,20,20,,,20(6R)/ Bag,active,Thu Aug 21 2025 16:43:42 GMT+0000 (Coordinated Universal Time)
459,CID135,CAT05,ITM35,32+9+9X110,32,9,9,4,بدون طباعة,110,HDPE,PT-111111,FALSE,باكت,بدون,1,20,20,,,6R/P x 20P/Bag,active,Thu Aug 21 2025 16:43:44 GMT+0000 (Coordinated Universal Time)
466,CID142,CAT09,ITM64,80+27.5+27.5X0,80,27.5,27.5,11,بدون طباعة,0,HDPE,PT-111111,FALSE,رول,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:45 GMT+0000 (Coordinated Universal Time)
475,CID691,CAT03,ITM22,35+10+10X55,35,10,10,15,22,56,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:46 GMT+0000 (Coordinated Universal Time)
215,CID131,CAT04,ITM32,50+13+13X71,50,13,13,30,28,71,HDPE,PT-180361,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:43:12 GMT+0000 (Coordinated Universal Time)
490,CID226,CAT01,ITM07,50+18+18X100,50,18,18,14,بدون طباعة,100,Regrind,PT-000000,FALSE,باكت,بدون,1.4,10,14,,,10P/Bag,active,Thu Aug 21 2025 16:43:48 GMT+0000 (Coordinated Universal Time)
492,CID226,CAT02,ITM13,28+11+11X55,28,11,11,12,بدون طباعة,55,HDPE,PT-130231,FALSE,رول,بدون,0.9,20,18,,,20K/Bag,active,Thu Aug 21 2025 16:43:48 GMT+0000 (Coordinated Universal Time)
