id,printing_cylinder,master_batch_id,cutting_unit,punching,unit_weight_kg,unit_quantity,package_weight_kg
506,20,PT-120074,كيلو,بدون,1,20,20
507,بدون طباعة,PT-000000,باكت,بدون,1.4,10,14
508,بدون طباعة,PT-000000,باكت,بدون,1.4,10,14
509,20,PT-111111,كيلو,بدون,1,20,20
510,بدون طباعة,PT-111111,كور,بدون,0.9,20,18
511,بدون طباعة,PT-111111,كور,بدون,4,1,4
512,14,PT-CLEAR,كور,بدون,10,1,10
513,20,PT-111111,كور,بدون,0.5,20,10
514,20,PT-111111,كور,بدون,0.9,20,18
515,20,PT-111111,كور,بدون,0.9,20,18
516,بدون طباعة,PT-111111,كور,بدون,1,20,20
517,بدون طباعة,PT-111111,كور,بدون,1.8,10,18
518,24,PT-111111,كيلو,بدون,1,20,20
519,16,PT-180361,كيلو,بنانة,1,20,20
520,18,PT-180361,كيلو,بنانة,1,20,20
521,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
522,20,PT-111111,كيلو,بدون,1,20,20
523,10,PT-CLEAR,كيلو,بدون,1,20,20
524,20,PT-111111,باكت,بدون,1,20,20
525,بدون طباعة,PT-000000,باكت,بدون,1.2,10,12
526,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
527,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
528,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
529,12,PT-CLEAR,كيلو,بدون,1,20,20
530,20,PT-CLEAR,كيلو,بدون,1,20,20
531,22,PT-CLEAR,كيلو,بدون,1,20,20
532,17,PT-CLEAR,كيلو,بدون,1,20,20
533,24,PT-CLEAR,كيلو,بدون,1,20,20
534,12,PT-140079,كيلو,بدون,1,20,20
535,20,PT-180361,كيلو,بدون,1,20,20
536,16,PT-111111,كيلو,بنانة,1,20,20
537,20,PT-111111,كيلو,بنانة,1,20,20
538,22,PT-111111,كيلو,بنانة,1,20,20
539,16,PT-111111,كيلو,بنانة,1,20,20
540,20,PT-111111,كيلو,بنانة,1,20,20
541,22,PT-111111,كيلو,بنانة,1,20,20
542,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
543,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
544,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
545,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
546,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
547,8,PT-120074,كيلو,بنانة,1,20,20
548,10,PT-120074,كيلو,بنانة,1,20,20
549,12,PT-120074,كيلو,بنانة,1,20,20
550,14,PT-120074,كيلو,بنانة,1,20,20
551,20,PT-120074,كيلو,علاقي,1,20,20
552,بدون طباعة,PT-111111,كور,بدون,1.8,10,18
553,بدون طباعة,PT-CLEAR,كرتون,بدون,2.5,1,2.5
554,بدون طباعة,PT-CLEAR,كرتون,بدون,2.5,1,2.5
555,بدون طباعة,PT-000000,كرتون,بدون,2.5,1,2.5
556,بدون طباعة,PT-180122,باكت,بدون,1.5,10,15
557,بدون طباعة,PT-140340,باكت,بدون,1.3,10,13
558,18,PT-111111,كيلو,علاقي,1,20,20
559,20,PT-111111,كيلو,علاقي,1,20,20
560,24,PT-111111,كيلو,علاقي,1,20,20
561,بدون طباعة,PT-111111,كيلو,علاقي,20,1,20
562,16,PT-111111,كيلو,بدون,1,20,20
563,24,PT-111111,كيلو,بدون,1,20,20
564,26,PT-111111,كيلو,بدون,1,20,20
565,36,PT-111111,كيلو,بدون,1,20,20
566,14,PT-120074,كيلو,بدون,1,20,20
567,24,PT-120074,كيلو,بدون,1,20,20
568,30,PT-120074,كيلو,بدون,1,20,20
569,39,PT-120074,كيلو,بدون,1,20,20
570,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
571,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
572,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
573,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
574,10,PT-CLEAR,كيلو,بدون,1,20,20
575,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
576,بدون طباعة,PT-111111,رول,بدون,1.2,10,12
577,بدون طباعة,PT-000000,باكت,بدون,1.8,10,18
578,20,PT-130231,كيلو,بدون,1,20,20
579,20,PT-180361,كيلو,بدون,1,20,20
580,20,PT-180361,كيلو,بدون,1,20,20
581,12,PT-140079,كيلو,بدون,1,20,20
582,16,PT-140079,كيلو,بدون,1,20,20
583,34,PT-CLEAR,كيلو,بدون,1,20,20
584,12,PT-111111,كيلو,بنانة,1,20,20
585,18,PT-111111,كيلو,بنانة,1,20,20
586,24,PT-111111,كيلو,علاقي,1,20,20
587,10,PT-CLEAR,كيلو,بدون,1,20,20
588,12,PT-CLEAR,كيلو,بدون,1,20,20
589,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
590,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
591,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
592,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
593,20,PT-111111,باكت,بدون,0.4,20,8
594,20,PT-111111,رول,بدون,0.4,20,8
595,20,PT-111111,كور,بدون,0.5,20,10
596,14,PT-CLEAR,كيلو,بدون,1,20,20
597,24,PT-CLEAR,كيلو,بدون,1,20,20
598,16,PT-102004,كيلو,بنانة,1,20,20
599,20,PT-102004,كيلو,بنانة,1,20,20
600,24,PT-102004,كيلو,بنانة,1,20,20
601,12,PT-CLEAR,كيلو,بدون,1,20,20
602,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
603,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
604,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
605,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
606,28,PT-111111,كيلو,علاقي,1,20,20
607,بدون طباعة,PT-111111,كيلو,علاقي,20,1,20
608,32,PT-111111,كيلو,علاقي,1,20,20
609,20,PT-111111,باكت,بدون,0.9,20,18
610,20,PT-111111,كور,بدون,1.8,10,18
611,بدون طباعة,PT-111111,رول,بدون,0.8,20,16
612,بدون طباعة,PT-111111,رول,بدون,1.8,10,18
613,20,PT-111111,باكت,بدون,0.9,20,18
614,20,PT-111111,كور,بدون,1.8,10,18
615,20,PT-111111,رول,بدون,0.8,20,16
616,20,PT-111111,رول,بدون,1.8,10,18
617,بدون طباعة,PT-000000,باكت,بدون,1.2,10,12
618,بدون طباعة,PT-000000,باكت,بدون,1.2,10,12
619,بدون طباعة,PT-000000,باكت,بدون,1.4,10,14
620,بدون طباعة,PT-000000,باكت,بدون,1.4,10,14
621,بدون طباعة,PT-111111,رول,بدون,0.9,20,18
622,بدون طباعة,PT-130232-B,رول,بدون,0.9,20,18
623,بدون طباعة,PT-140340,رول,بدون,0.9,20,18
624,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
625,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
626,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
627,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
628,بدون طباعة,PT-000000,باكت,بدون,1,20,20
629,16,PT-111111,كيلو,بنانة,1,20,20
630,14,PT-180122,رول,بدون,50,1,50
631,20,PT-111111,كور,بدون,1,20,20
632,20,PT-111111,رول,بدون,0.8,20,16
633,20,PT-111111,رول,بدون,1.8,10,18
634,بدون طباعة,PT-111111,رول,بدون,1,20,20
635,بدون طباعة,PT-130231,رول,بدون,1,20,20
636,بدون طباعة,PT-140340,رول,بدون,1,20,20
637,بدون طباعة,PT-000000,رول,بدون,1,20,20
638,بدون طباعة,PT-000000,رول,بدون,1,20,20
639,بدون طباعة,PT-000000,رول,بدون,1,20,20
640,بدون طباعة,PT-000000,رول,بدون,1,20,20
641,14,PT-111111,كيلو,بدون,1,20,20
642,18,PT-111111,كيلو,بدون,1,20,20
643,20,PT-111111,كيلو,بدون,1,20,20
644,24,PT-111111,كيلو,بدون,1,20,20
645,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
646,بدون طباعة,PT-000000,رول,بدون,0.5,20,10
647,بدون طباعة,PT-000000,رول,بدون,0.5,20,10
648,بدون طباعة,PT-000000,رول,بدون,0.5,20,10
649,بدون طباعة,PT-000000,رول,بدون,0.5,20,10
650,14,PT-102004,كيلو,بنانة,1,20,20
651,24,PT-102004,كيلو,بنانة,1,20,20
652,30,PT-102004,كيلو,بنانة,1,20,20
653,39,PT-102004,كيلو,بنانة,1,20,20
654,14,PT-CLEAR,كيلو,بدون,1,20,20
655,12,PT-140079,كيلو,بدون,1,20,20
656,20,PT-120074,كيلو,بدون,1,20,20
657,20,PT-130232-B,كيلو,بدون,1,20,20
658,24,PT-130232-B,كيلو,بدون,1,20,20
659,32,PT-130232-B,كيلو,بدون,1,20,20
660,بدون طباعة,PT-111111,باكت,بدون,0.4,20,8
661,بدون طباعة,PT-111111,رول,بدون,0.4,20,8
662,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
663,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
664,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
665,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
666,22,PT-111111,كيلو,بدون,1,20,20
667,28,PT-111111,كيلو,بدون,1,20,20
668,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
669,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
670,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
671,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
672,22,PT-180361,كيلو,بنانة,1,20,20
673,20,PT-180370,كيلو,بدون,1,20,20
674,24,PT-180370,كيلو,بدون,1,20,20
675,28,PT-111111,كيلو,بدون,1,20,20
676,32,PT-180122,كيلو,بدون,1,20,20
677,39,PT-111111,كيلو,بنانة,1,20,20
678,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
679,20,PT-130232-B,كيلو,بدون,1,20,20
680,24,PT-130232-B,كيلو,بدون,1,20,20
681,32,PT-130232-B,كيلو,بدون,1,20,20
682,20,PT-130231,كيلو,بدون,1,20,20
683,24,PT-130231,كيلو,علاقي,1,20,20
684,32,PT-130231,كيلو,علاقي,1,20,20
685,بدون طباعة,PT-111111,باكت,بدون,1.1,20,22
686,بدون طباعة,PT-111111,كور,بدون,2,1,2
687,16,PT-CLEAR,كيلو,بنانة,1,20,20
688,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
689,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
690,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
691,18,PT-CLEAR,باكت,بنانة,1,20,20
692,32,PT-CLEAR,كيلو,بدون,1,20,20
693,20,PT-111111,كيلو,علاقي هوك,1,20,20
694,14,PT-CLEAR,كيلو,بدون,1,20,20
695,18,PT-CLEAR,كيلو,بدون,1,20,20
696,20,PT-CLEAR,كيلو,بدون,1,20,20
697,14,PT-CLEAR,رول,بدون,1,20,20
698,20,PT-150086,كيلو,بدون,1,20,20
699,24,PT-140079,كيلو,بدون,1,20,20
700,28,PT-111111,كيلو,بدون,1,20,20
701,18,PT-180370,كيلو,بنانة,1,20,20
702,20,PT-180370,كيلو,بنانة,1,20,20
703,24,PT-180370,كيلو,بنانة,1,20,20
704,18,PT-180370,كيلو,بدون,1,20,20
705,20,PT-102004,كيلو,بدون,1,20,20
706,24,PT-140079,كيلو,بدون,1,20,20
707,32,PT-111111,كيلو,بدون,1,20,20
708,16,PT-130231,كيلو,علاقي هوك,1,20,20
709,18,PT-130231,كيلو,علاقي هوك,1,20,20
710,14,PT-CLEAR,كيلو,بدون,1,20,20
711,16,PT-CLEAR,كيلو,بدون,1,20,20
712,20,PT-CLEAR,كيلو,بدون,1,20,20
713,20,PT-120074,كيلو,بدون,1,20,20
714,24,PT-130231,كيلو,علاقي هوك,1,20,20
715,28,PT-130231,كيلو,علاقي هوك,1,20,20
716,18,PT-120074,كيلو,علاقي,1,20,20
717,20,PT-120074,كيلو,بدون,1,20,20
718,بدون طباعة,PT-CLEAR,كرتون,علاقي,1.8,10,18
719,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
720,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
721,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
722,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
723,20,PT-CLEAR,كور,بدون,1,20,20
724,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
725,18,PT-111111,كيلو,علاقي هوك,1,20,20
726,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
727,8,PT-111111,كرتون,بدون,1,20,20
728,12,PT-111111,كرتون,بدون,1,20,20
729,14,PT-111111,كرتون,بدون,1,20,20
730,26,PT-CLEAR,كيلو,بنانة,1,20,20
731,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
732,30,PT-120074,كيلو,بنانة,20,1,20
733,14,PT-120074,كيلو,علاقي هوك,1,20,20
734,18,PT-120074,كيلو,علاقي هوك,1,20,20
735,20,PT-120074,كيلو,علاقي هوك,1,20,20
736,14,PT-120074,كيلو,علاقي هوك,1,20,20
737,16,PT-120074,كيلو,علاقي هوك,1,20,20
738,20,PT-120074,كيلو,علاقي هوك,1,20,20
739,32,PT-120074,كيلو,علاقي,1,20,20
740,32,PT-120074,كيلو,علاقي,1,20,20
741,24,PT-111111,كيلو,علاقي,1,20,20
742,بدون طباعة,PT-111111,كرتون,بدون,2.5,1,2.5
743,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
744,بدون طباعة,PT-140340,كرتون,بدون,2.5,1,2.5
745,بدون طباعة,PT-111111,كرتون,بدون,3,1,3
746,14,PT-111111,كيلو,بدون,1,20,20
747,20,PT-111111,كيلو,بدون,1,20,20
748,20,PT-111111,رول,بدون,1,20,20
749,20,PT-140079,كيلو,بدون,1,20,20
750,36,PT-CLEAR,كيلو,بدون,1,20,20
751,بدون طباعة,PT-111111,رول,بدون,0.9,20,18
752,بدون طباعة,PT-130231,رول,بدون,0.9,20,18
753,بدون طباعة,PT-111111,رول,بدون,0.9,20,18
754,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
755,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
756,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
757,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
758,بدون طباعة,PT-CLEAR,كرتون,بدون,11,1,11
759,16,PT-150245,كيلو,بدون,1,20,20
760,20,PT-150245,كيلو,بدون,1,20,20
761,18,PT-111111,كيلو,بدون,1,20,20
762,20,PT-111111,كيلو,بدون,1,20,20
763,28,PT-111111,كيلو,بدون,1,20,20
764,32,PT-111111,كيلو,بدون,1,20,20
765,28,PT-111111,كيلو,بدون,1,20,20
766,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
767,20,PT-111111,رول,بدون,0.8,20,16
768,18,PT-150086,كيلو,بدون,1,20,20
769,24,PT-150086,كيلو,بدون,1,20,20
770,18,PT-120074,كيلو,بدون,1,20,20
771,20,PT-120074,كيلو,بدون,1,20,20
772,24,PT-120074,كيلو,بدون,1,20,20
773,بدون طباعة,PT-120074,رول,بدون,1,20,20
774,18,PT-111111,كيلو,علاقي,1,20,20
775,22,PT-111111,كيلو,علاقي,1,20,20
776,26,PT-111111,كيلو,علاقي,1,20,20
777,10,PT-111111,كيلو,بنانة,1,20,20
778,12,PT-111111,كيلو,بنانة,1,20,20
779,22,PT-111111,كيلو,بدون,1,20,20
780,16,PT-111111,كيلو,بدون,1,20,20
781,24,PT-111111,كيلو,بدون,1,20,20
782,20,PT-111111,رول,بدون,0.4,20,8
783,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
784,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
785,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
786,بدون طباعة,PT-000000,باكت,بدون,0.5,20,10
787,بدون طباعة,PT-111111,رول,بدون,0.4,20,8
788,بدون طباعة,PT-130231,رول,بدون,0.4,20,8
789,بدون طباعة,PT-140340,رول,بدون,0.4,20,8
790,بدون طباعة,PT-000000,رول,بدون,0.4,20,8
791,بدون طباعة,PT-000000,رول,بدون,0.4,20,8
792,بدون طباعة,PT-000000,رول,بدون,0.4,20,8
793,بدون طباعة,PT-000000,رول,بدون,0.4,20,8
794,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
795,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
796,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
797,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
798,16,PT-102004,كيلو,بدون,1,20,20
799,16,PT-111111,كيلو,بدون,1,20,20
800,20,PT-111111,كيلو,بدون,1,20,20
801,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
802,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
803,بدون طباعة,PT-CLEAR,كرتون,بدون,4.8,1,4.8
804,بدون طباعة,PT-CLEAR,كرتون,بدون,4.8,1,4.8
805,بدون طباعة,PT-CLEAR,كرتون,بدون,4.8,1,4.8
806,12,PT-120074,كيلو,بدون,1,20,20
807,16,PT-000000,كيلو,بدون,1,20,20
808,18,PT-111111,كيلو,علاقي,1,20,20
809,24,PT-111111,كيلو,بدون,1,20,20
810,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
811,12,PT-111111,كيلو,بدون,1,20,20
812,16,PT-111111,كيلو,بدون,1,20,20
813,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
814,20,PT-111111,باكت,بدون,0.4,20,8
815,20,PT-111111,رول,بدون,0.4,20,8
816,12,PT-111111,كيلو,بدون,1,20,20
817,16,PT-111111,كيلو,بدون,1,20,20
818,بدون طباعة,PT-111111,كيلو,علاقي,1,20,20
819,20,PT-111111,كيلو,علاقي,1,20,20
820,24,PT-111111,كيلو,علاقي,1,20,20
821,بدون طباعة,PT-120074,رول,بدون,1,20,20
822,18,PT-111111,كيلو,بدون,1,20,20
823,20,PT-111111,كيلو,بدون,1,20,20
824,24,PT-111111,كيلو,بدون,1,20,20
825,بدون طباعة,PT-130231,باكت,بدون,2,1,2
826,18,PT-120074,كيلو,بدون,1,20,20
827,24,PT-120074,كيلو,بدون,1,20,20
828,18,PT-120074,كيلو,بدون,1,20,20
829,بدون طباعة,PT-120074,كيلو,بنانة,1,20,20
830,بدون طباعة,PT-120074,كيلو,بنانة,1,20,20
831,16,PT-160060,كيلو,بدون,1,20,20
832,20,PT-111111,كيلو,بنانة,1,20,20
833,16,PT-101008,كيلو,بدون,1,20,20
834,12,PT-CLEAR,كيلو,بدون,1,20,20
835,14,PT-CLEAR,كيلو,بدون,1,20,20
836,16,PT-CLEAR,كيلو,بدون,1,20,20
837,بدون طباعة,PT-130232-B,كيلو,بنانة,1,20,20
838,بدون طباعة,PT-111111,رول,بدون,1.1,20,22
839,بدون طباعة,PT-130231,رول,بدون,1.1,20,22
840,بدون طباعة,PT-140340,رول,بدون,1.1,20,22
841,بدون طباعة,PT-000000,رول,بدون,1.1,15,16.5
842,بدون طباعة,PT-000000,رول,بدون,1.1,15,16.5
843,بدون طباعة,PT-000000,رول,بدون,1.1,15,16.5
844,بدون طباعة,PT-000000,رول,بدون,1.1,15,16.5
845,16,PT-111111,كيلو,بنانة,1,20,20
846,بدون طباعة,PT-111111,باكت,بدون,1,20,20
847,بدون طباعة,PT-180122,باكت,بدون,1,20,20
848,16,PT-111111,كيلو,بدون,1,20,20
849,18,PT-111111,كيلو,بدون,1,20,20
850,18,PT-120074,كيلو,بدون,1,20,20
851,20,PT-120074,كيلو,بدون,1,20,20
852,بدون طباعة,PT-000000,باكت,بدون,1,20,20
853,بدون طباعة,PT-000000,باكت,بدون,1.2,10,12
854,بدون طباعة,PT-000000,باكت,بدون,1.4,10,14
855,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
856,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
857,22,PT-140079,كيلو,بنانة,1,20,20
858,30,PT-150245,كيلو,بنانة,1,20,20
859,36,PT-111111,كيلو,بنانة,1,20,20
860,14,PT-111111,كيلو,بنانة,1,20,20
861,16,PT-180361,كيلو,بنانة,1,20,20
862,18,PT-180361,كيلو,بنانة,1,20,20
863,14,PT-180361,كيلو,بنانة,1,20,20
864,16,PT-120074,كيلو,بنانة,1,20,20
865,18,PT-120074,كيلو,بدون,1,20,20
866,32,PT-120074,كيلو,بدون,1,20,20
867,16,PT-180374,كيلو,بنانة,1,20,20
868,20,PT-180374,كيلو,بنانة,1,20,20
869,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
870,10,PT-CLEAR,كيلو,بدون,1,20,20
871,14,PT-CLEAR,كيلو,بدون,1,20,20
872,20,PT-CLEAR,كيلو,بدون,1,20,20
873,20,PT-111111,كيلو,بدون,1,20,20
874,20,PT-111111,كيلو,بدون,1,20,20
875,16,PT-111111,كيلو,بدون,1,20,20
876,18,PT-CLEAR,كيلو,بدون,1,20,20
877,24,PT-CLEAR,كيلو,بدون,1,20,20
878,26,PT-CLEAR,كيلو,بدون,1,20,20
879,18,PT-111111,كيلو,علاقي,1,20,20
880,20,PT-111111,كيلو,علاقي,1,20,20
881,24,PT-111111,كيلو,علاقي,1,20,20
882,28,PT-CLEAR,كيلو,بدون,1,20,20
883,16,PT-CLEAR,كيلو,بدون,1,20,20
884,20,PT-CLEAR,كيلو,بدون,1,20,20
885,24,PT-CLEAR,كيلو,بدون,1,20,20
886,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
887,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
888,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
889,24,PT-111111,كيلو,بدون,1,20,20
890,16,PT-111111,كيلو,بدون,1,20,20
891,20,PT-111111,كيلو,بدون,1,20,20
892,12,PT-180374,كيلو,بدون,1,20,20
893,16,PT-160060,كيلو,بدون,1,20,20
894,18,PT-180361,كيلو,بدون,1,20,20
895,20,PT-111111,كيلو,بدون,1,20,20
896,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
897,18,PT-CLEAR,كيلو,بدون,1,20,20
